Time,Time Code,Country Name,Country Code,"Adolescent fertility rate (births per 1,000 women ages 15-19) [SP.ADO.TFRT]",Domestic credit provided by financial sector (% of GDP) [FS.AST.DOMS.GD.ZS],Exports of goods and services (% of GDP) [NE.EXP.GNFS.ZS],"Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]","Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",GDP (current US$) [NY.GDP.MKTP.CD],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]","GNI per capita, PPP (current international $) [NY.GNP.PCAP.PP.CD]","GNI, Atlas method (current US$) [NY.GNP.ATLS.CD]","GNI, PPP (current international $) [NY.GNP.MKTP.PP.CD]",Gross capital formation (% of GDP) [NE.GDI.TOTL.ZS],High-technology exports (% of manufactured exports) [TX.VAL.TECH.MF.ZS],"Immunization, measles (% of children ages 12-23 months) [SH.IMM.MEAS]",Imports of goods and services (% of GDP) [NE.IMP.GNFS.ZS],"Industry (including construction), value added (% of GDP) [NV.IND.TOTL.ZS]","Inflation, GDP deflator (annual %) [NY.GDP.DEFL.KD.ZG]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",Merchandise trade (% of GDP) [TG.VAL.TOTL.GD.ZS],Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS],Mobile cellular subscriptions (per 100 people) [IT.CEL.SETS.P2],"Mortality rate, under-5 (per 1,000 live births) [SH.DYN.MORT]",Net barter terms of trade index (2000 = 100) [TT.PRI.MRCH.XD.WD],Net official development assistance and official aid received (current US$) [DT.ODA.ALLD.CD],"Personal remittances, received (current US$) [BX.TRF.PWKR.CD.DT]",Population density (people per sq. km of land area) [EN.POP.DNST],Population growth (annual %) [SP.POP.GROW],"Population, total [SP.POP.TOTL]","Prevalence of HIV, total (% of population ages 15-49) [SH.DYN.AIDS.ZS]","Revenue, excluding grants (% of GDP) [GC.REV.XGRT.GD.ZS]","School enrollment, primary (% gross) [SE.PRM.ENRR]","School enrollment, primary and secondary (gross), gender parity index (GPI) [SE.ENR.PRSC.FM.ZS]","School enrollment, secondary (% gross) [SE.SEC.ENRR]",Surface area (sq. km) [AG.SRF.TOTL.K2],Tax revenue (% of GDP) [GC.TAX.TOTL.GD.ZS],Terrestrial and marine protected areas (% of total territorial area) [ER.PTD.TOTL.ZS],Time required to start a business (days) [IC.REG.DURS],Urban population growth (annual %) [SP.URB.GROW]
2016,YR2016,Mauritania,MRT,72.6426,42.57884004,37.29676936,4.679,271134845,4679346591,1.843634255,1150,3840,4797977048,15996860846,47.35145374,0.002046525,72,64.10356195,28.45373468,3.372386284,64.208,70.5440372,2.909981822,86.80541261,80.7,131.2602711,307290008.5,0,4.039520714,2.856110242,4163534,0.2,0,96.83442,1.03877,32.67719,1030700,0,1.080748081,8,4.550465229
2016,YR2016,Mauritius,MUS,26.2642,113.4538544,44.25034214,1.4,378764432.3,12232463656,3.837932629,10640,22880,13446066142,28902816679,17.90093499,0.108540809,92,53.73523628,18.57509229,2.147570121,74.39487805,57.47820061,0.187889951,143.755473,14.4,126.9573105,42340000.15,194066629.1,622.4004926,0.068723138,1263473,1.3,22.8490603,102.45341,1.03423,97.5403,2040,18.12841351,0.011543284,6.5,-0.150982818
2016,YR2016,"Micronesia, Fed. Sts.",FSM,14.8504,-40.88863815,27.65421004,3.145,0,332265162.5,0.900187187,3410,3940,376139740.1,433988765.2,0,0,70,72.98085168,6.046962343,4.047803461,67.471,70.72664442,0,21.24211768,33,113.9906741,50630001.07,23340000,157.45,1.204888841,110215,0,27.14376022,0,0,0,700,6.003492166,0.018720536,16,1.517886285
2016,YR2016,Moldova,MDA,23.0854,24.13114853,32.30911536,1.259,88390000,8071480541,4.408886743,2510,6790,8924254163,24105440193,21.98210418,3.487664692,88,55.32804417,22.24144388,5.674085229,71.617,75.14110911,0.437011833,93.17465849,16.2,77.10092388,262049987.8,1467220000,123.7312851,0,2802170,0.6,25.42593095,91.75292,0.99762,85.60781,33850,16.24579227,4.151478928,6,-1.098848853
2016,YR2016,Monaco,MCO,0,0,0,0,0,6468694690,3.5,0,0,0,0,0,0,88,0,18.2516203,0.112546793,0,0,0,87.46256895,3.4,0,0,0,19035,0.92891363,38070,0,0,0,0,0,2,0,99.72008397,0,0.92891363
2016,YR2016,Mongolia,MNG,30.1106,76.02763636,50.2009553,2.923,-4156404704,11186734674,1.168393456,3500,11140,10698197552,34050986843,25.7347513,16.48509302,98,45.41045225,33.88104822,2.228752217,69.321,73.96260161,0.865522717,110.1823278,17.7,150.7372483,325670013.4,259876359.2,1.967326013,1.913251831,3056359,0.1,21.13551463,102.9698,0,0,1564120,11.34553018,17.40323331,12,2.011421142
2016,YR2016,Montenegro,MNE,10.1164,0,40.60065571,1.73,226702405.9,4374128319,2.949338685,7090,18020,4411156050,11215552546,26.104569,5.592888284,47,63.0722632,15.65497753,5.101035833,76.568,60.51491422,1.411279816,165.9184968,3.1,0,85730003.36,480844129.1,46.26788104,0.023142531,622303,0.1,0,95.94375,1.00465,90.54211,13810,0,2.637655584,12,0.530807626
2016,YR2016,Morocco,MAR,31.5508,108.5664089,35.35153455,2.489,2153363905,1.03E+11,1.05985639,2880,7730,1.03E+11,2.76E+11,32.39129555,3.740482715,99,45.50906064,25.89227115,1.483157005,75.974,62.44407138,3.211415198,118.1848162,24.4,136.9880724,2062310059,6383473884,78.70557024,1.32597922,35126296,0.1,25.19395682,110.39578,0,0,446550,21.45588701,18.54636606,10,2.228015098
2016,YR2016,Mozambique,MOZ,150.7298,40.23461449,33.54531717,4.992,3128149929,11936999283,3.824214319,530,1350,14797677953,37608885093,46.60232515,1.671722335,85,72.09315484,20.42144097,13.67560965,58.309,71.49200396,1.031205277,53.99077066,78.1,90.53413183,1533770020,93372689.55,35.38994125,2.872120456,27829942,12.5,21.63043558,108.64656,0,0,786380,20.29887017,13.44871059,21,4.389619118
2016,YR2016,Myanmar,MMR,28.7724,39.29595114,15.00147113,2.182,3278096410,63256184700,5.862472915,1200,5570,63595422231,2.95E+11,33.17973355,7.534231848,91,21.96176725,35.03120223,3.615678095,66.205,43.53092133,3.740882459,95.3647362,49.7,93.21759761,1536660034,2346422912,81.22316715,0.689521233,53045226,0.8,17.84433193,108.90444,1.01694,60.31562,676590,6.406103741,4.089112619,14,1.436940587
2016,YR2016,Namibia,NAM,66.698,57.75663018,41.08722447,3.496,378817666.6,11286139080,1.123168844,4980,11000,11736981977,25935418135,23.77964395,2.22345822,75,62.15064233,29.09660566,9.380938006,62.625,94.40783889,3.889110829,112.803281,42.9,129.43208,170190002.4,66479264.7,2.864168155,1.846297158,2358041,12.3,30.62575135,0,0,0,824290,28.59192414,23.24713187,66,4.083341576
2016,YR2016,Nauru,NRU,0,0,48.81804565,0,0,102052700.5,10.400004,10730,17530,139990318.7,228782945.4,0,0,98,101.7353067,0,5.695259857,0,67.61212553,0,94.51073986,33.9,144.2589912,22680000.31,11739815.54,652.45,4.498486084,13049,0,89.69055158,126.43357,0.97432,82.73561,20,24.12737673,0,0,4.498486084
2016,YR2016,Nepal,NPL,67.3106,85.96732192,9.468399397,2.027,105996375.6,21185922408,0.588678499,770,2680,21061033972,73110080062,33.88198646,0.822753211,83,39.28304493,13.09693283,5.155847561,69.848,45.45943205,1.704280317,117.8146017,34.8,85.12063705,1064500000,6611838544,190.1718242,0.906849996,27261131,0.2,21.5028646,144.48884,1.05691,70.77675,147180,18.68745181,23.62610394,17,2.960307873
2016,YR2016,New Caledonia,NCL,15.4026,0,0,2.08,809821138.4,0,0,0,0,0,0,0,0,0,0,0,0,76.96150074,0,0,0,0,156.0060509,0,621061715.8,15.1285558,1.512006217,276550,0,0,0,0,0,18580,0,95.7641579,0,2.147288047
2016,YR2016,New Zealand,NZL,20.0018,153.9120027,26.43955873,1.87,1875107671,1.88E+11,3.645798978,39410,37870,1.85E+11,1.78E+11,23.49874193,10.80521362,92,25.6947198,19.18460518,2.460579986,81.61243902,37.15810766,1.17914952,130.9219373,5.9,133.3009933,0,274077437.9,17.82385781,2.099356886,4693200,0.1,32.63583754,98.82145,1.0378,114.35969,267710,27.39266309,30.47868878,0.5,2.167680675
2016,YR2016,Nicaragua,NIC,86.7808,47.49813171,38.88234366,2.455,898700000,13286048705,4.563542212,2000,5260,12603379186,33127935849,31.20075738,0.798624257,99,54.93215169,25.7947194,4.589219691,73.86,89.14614317,0.64257922,122.8671311,18.7,182.4350768,430980011,1268100000,52.38469337,1.288955673,6303974,0.2,17.38276442,0,0,0,130370,16.16648872,15.47977885,14,1.6251872
2016,YR2016,Niger,NER,189.379,20.37296746,17.17322003,7.087,301127925.2,7528285444,4.925930933,370,960,7664346448,20027049504,31.89762865,2.979384934,76,31.53316655,16.97224783,-0.331163616,61.137,36.48905213,2.21993574,35.94148156,90.3,155.972805,952479980.5,176370907.3,16.41180864,3.860078795,20788838,0.3,0,73.43233,0.83138,23.12497,1267000,0,17.31713513,11,4.124407753
2016,YR2016,Nigeria,NGA,109.274,26.55513027,9.218109698,5.526,4448732917,4.05E+11,-1.61686895,2470,5760,4.60E+11,1.07E+12,15.36673615,1.984731808,65,11.50440918,18.17313173,9.54367007,53.541,17.01076989,0.43294778,82.99740158,123.9,120.2147433,2498189941,19697938004,204.1791989,2.627702662,185960289,1.5,0,84.72564,0.93032,42.00254,923770,0,11.61073496,24.9,4.378661591
2016,YR2016,North Macedonia,MKD,16.1822,49.65910509,50.66384216,1.506,549371101.6,10672471861,2.848441461,4980,14220,10364833993,29596848191,32.50968821,2.081776952,82,65.52173438,23.96304609,3.465015172,75.498,109.5247676,0.94462796,98.54624045,12,97.0247612,168350006.1,290838022,82.50376685,0.068123807,2080745,0.1,26.42665814,0,0,0,25710,16.95115782,9.652911791,15,0.3377048
2016,YR2016,Northern Mariana Islands,MNP,0,0,72.24,0,0,1250000000,28.31105711,0,0,0,0,0,0,0,72.16,0,4.639642939,0,11.28,0,0,0,84.36335181,0,0,122.1478261,0.728782877,56188,0,0,0,0,0,460,0,33.21147796,0,0.822760384
2016,YR2016,Norway,NOR,5.3206,135.1957686,35.45992638,1.71,-18668572814,3.69E+11,1.071558977,81810,60600,4.28E+11,3.17E+11,28.10498401,21.30285391,96,33.48038893,27.9415638,-1.474253826,82.40731707,44.60246573,1.615653019,109.1149238,2.7,109.6551724,0,593573549,14.3363165,0.880969815,5234519,0.1,45.36636081,100.22588,0.98537,116.22799,625217.1094,22.08716304,4.96242626,4,1.36567886
2016,YR2016,Oman,OMN,13.4434,70.47750128,47.07645586,2.937,2265279584,65941482445,4.980170972,16100,41690,72108213321,1.87E+11,29.34272023,4.083524296,99,47.3328206,47.79033308,-8.86252663,77.142,72.35961072,11.97098389,153.2914555,11.3,105.7835513,0,39011703.51,14.47243619,4.845614386,4479219,0.2,0,108.2739,0.98555,107.58268,309500,0,1.018304162,7.3,6.249357569
2016,YR2016,Pakistan,PAK,39.3426,52.35622771,9.145726939,3.612,2488000000,2.79E+11,5.526735845,1420,5280,2.89E+11,1.08E+12,15.68612456,1.954973936,75,16.16050457,18.25710209,0.400235639,66.77,24.1237686,3.59141084,67.02750435,73.8,62.83297399,2960939941,19808000000,264.1491335,2.084320949,203627284,0.1,0,91.31746,0.83951,40.95977,796100,0,9.794907882,20,2.660021361
2016,YR2016,Palau,PLW,0,0,51.87581466,0,35244866.82,300125600,0.796679888,16870,19640,298985849.2,348201991.1,26.08389273,60.45686096,96,71.17050328,9.395866264,6.197874242,0,53.64420763,0,0,19.2,97.88566584,17760000.23,2360132.693,38.5326087,0.339079161,17725,0,25.17229353,0,0,0,460,19.84060373,82.93995139,28,1.123526403
2016,YR2016,Panama,PAN,82.8346,80.07948617,42.17807501,2.514,5248354400,57957600000,4.966420444,12390,20890,50037180031,84328335987,40.5203114,9.189716751,95,45.09986611,28.4287134,2.077347272,77.964,55.43707814,0,127.3636031,16.3,156.3729839,22610000.61,502518500,54.30559591,1.713624922,4037078,0.9,0,93.12198,1.00378,81.93289,75420,0,5.234950436,6,2.208672505
2016,YR2016,Papua New Guinea,PNG,53.4388,35.25471584,0,3.657,-39769816.36,20759069105,4.077773638,2700,4160,22372742204,34430674728,0,0,70,0,34.72979723,3.908485229,63.744,49.43381588,0.391135502,45.7218184,50.5,161.5991246,531580017.1,2681111.216,18.26560085,2.002382597,8271760,0.8,13.9232871,108.54586,0.8576,47.49616,462840,12.94862858,0.657996415,41,2.293994709
2016,YR2016,Paraguay,PRY,70.9886,34.35299242,35.38270187,2.479,492762511.3,36054281572,4.31290497,5390,11790,36532496702,79908793399,20.19367423,7.636268157,85,30.00770968,34.53052583,4.1244648,73.836,50.60980057,0.951883545,110.4988999,21.6,127.6648723,88540000.92,656858400,17.05983388,1.323677576,6777872,0.5,16.88149494,0,0,0,406751.9922,9.568414221,6.510362183,35,1.776970409
2016,YR2016,Peru,PER,57.9692,32.66094054,22.60031374,2.297,6739051858,1.92E+11,3.953318715,6110,12850,1.89E+11,3.97E+11,22.02131339,4.80072392,88,22.78852746,30.55655058,3.08088269,76.044,38.22123519,1.299739519,119.4241828,15.5,159.0808727,320200012.2,2883886545,24.1609625,1.483160681,30926032,0.3,17.38092541,103.06028,0.98205,101.96287,1285220,13.79863545,13.11373391,41,1.7181561
2016,YR2016,Philippines,PHL,54.779,63.4902723,28.10152004,2.718,8279548275,3.05E+11,6.884055037,3570,9370,3.70E+11,9.71E+11,24.4112359,0,80,37.40322318,30.74829995,1.693999161,70.802,48.16076109,1.429374259,115.8522806,29.7,84.19826263,283649993.9,31141973475,347.6671932,1.507207616,103663927,0.1,15.16308778,110.17393,1.00882,88.45581,300000,13.67639707,3.141386382,25,1.919028013
2016,YR2016,Poland,POL,11.297,75.58798181,52.19454821,1.39,18321000000,4.72E+11,3.063908116,12710,26640,4.83E+11,1.01E+12,19.58678467,11.03687813,96,48.15814416,29.56947244,0.308762592,77.85121951,85.44471931,1.940936386,139.5179369,4.7,100.3018998,0,6764000000,124.008253,-0.042985131,37970087,0,32.99446782,0,0,108.60433,312680,16.37246979,38.03714844,37,-0.209018845
2016,YR2016,Portugal,PRT,8.9868,158.4992759,40.21082364,1.36,7283700542,2.06E+11,2.019485117,19930,30290,2.06E+11,3.13E+11,15.83252449,5.784821566,98,39.06340599,19.32796103,1.716662824,81.12439024,59.78446738,1.73063717,112.0724654,3.7,96.52533927,0,424677827.9,112.7163894,-0.315459017,10325452,0.5,37.05855598,105.73752,0.96993,118.02484,92225.5957,22.40134663,9.0975745,6,0.581102101
2016,YR2016,Puerto Rico,PRI,32.3972,0,68.76027323,1.2425,0,1.04E+11,-1.263002925,19710,25750,67145380097,87703351105,8.075298529,0,0,41.51626417,51.15151236,2.22086666,79.49497561,0,0,99.05733105,0,0,0,0,384.0467869,-1.938266646,3406495,0,0,83.03671,1.04041,81.87628,8870,0,2.02425215,5.5,-1.961783739
2016,YR2016,Qatar,QAT,10.1912,147.7487039,47.71385376,1.907,773901098.9,1.52E+11,2.131310916,64010,122670,1.70E+11,3.26E+11,48.86901259,0.206934886,99,41.83376938,53.20538471,-8.145235361,79.868,58.89918795,0,137.606042,7.5,115.0258553,0,378571428.6,228.6282515,3.397360191,2654374,0,0,103.03264,0,0,11610,0,0.778383955,9.7,3.468056246
2016,YR2016,Romania,ROU,36.281,33.91177176,41.18558624,1.69,6252035766,1.88E+11,4.800799906,9530,23240,1.88E+11,4.58E+11,23.33337341,10.39229021,86,42.11236338,30.06376388,2.455509064,75.2097561,73.26169522,1.403411736,115.6782699,8.5,109.6780887,0,5929792425,85.63252782,-0.572640663,19702468,0.1,29.6361925,86.90768,0.99367,91.14482,238400,16.74751946,22.57996783,12,-0.548521446
2016,YR2016,Rwanda,RWA,39.4002,18.93024895,14.9203004,4.123,266300000,8475622319,5.981332722,720,1920,8437486597,22450719058,25.88208036,12.5432463,95,33.10422356,16.36960878,5.495341747,67.93,37.84972807,1.28343155,76.45612537,38.8,178.2838889,1150469971,172516841,472.9962708,2.602355764,11668818,2.7,20.54286295,141.27869,1.0154,37.27189,26340,14.78964789,9.115161421,4,2.907711061
2016,YR2016,Samoa,WSM,24.759,46.99003534,30.38196163,3.976,2520673.511,799376440,8.054157728,4110,6190,798849414.1,1204016716,0,1.020186343,68,49.02178217,17.81153527,1.185786464,72.895,50.78958794,0,77.62510602,16.7,86.45039334,88639999.39,129534570.3,68.74028269,0.526740178,194535,0,30.40556879,107.25814,1.05147,93.25814,2840,24.25106143,0.228551141,9,-0.712898196
2016,YR2016,San Marino,SMR,0,0,0,0,0,1564380531,2.2,0,0,0,0,0,0,82,0,0,0.761475173,0,0,0,109.1511461,2.1,0,0,0,558.4,0.694863225,33504,0,39.7633075,0,0,0,60,15.65491583,0,12.5,0.872314366
2016,YR2016,Sao Tome and Principe,STP,95.7772,22.33400803,0,4.426,23331087.12,347545391.8,4.172377734,1700,3200,345369502.3,649919979.2,0,68.15044607,93,0,15.41691491,5.102231967,69.67,44.02302652,0,87.60991404,33.7,130.4414687,47040000.92,18044840.56,211.6947917,1.88502548,203227,0,0,106.18854,1.02456,83.19427,960,0,0.244162519,7,3.18491763
2016,YR2016,Senegal,SEN,74.9002,36.337276,21.56087704,4.77,472089111,19027392876,6.356396792,1270,3260,19090903777,48935774935,25.36115001,2.731910949,93,32.54692734,23.34491377,0.954893414,67.078,42.66480465,2.072505459,101.2869961,47.7,110.9470524,731219970.7,1980581470,77.87632057,2.807361306,14993528,0.4,0,84.45544,0,48.81851,196710,0,14.48995146,6,3.749230983
2016,YR2016,Serbia,SRB,15.5176,52.3957268,48.6154593,1.46,2355214637,40630392019,3.340332014,5690,14760,40193503093,1.04E+11,17.90828571,0,82,53.42476852,25.72430895,1.462951552,75.68780488,83.14711801,1.854184543,102.7161171,6,109.0197485,633469970.7,3205371734,80.70343014,-0.523694463,7058322,0.1,0,100.57127,1.0081,96.23473,88360,0,6.149650149,6.5,-0.319220861
2016,YR2016,Seychelles,SYC,61.9018,40.19668195,80.68241641,2.39,40854189.7,1427524565,4.503032666,13830,25560,1309798938,2419602232,36.26869504,3.740333515,97,92.89528961,10.93004583,-0.791121415,74.3097561,105.0770009,1.87005484,158.6636715,14.8,85.15935654,5760000.229,22087023.35,205.8195652,1.33763478,94677,0,36.4149853,101.90067,1.06589,82.23108,460,31.6735115,0.051367065,32,2.112626726
2016,YR2016,Sierra Leone,SLE,115.5808,21.80288555,24.91409326,4.457,137965732.5,3674794530,6.055474029,490,1330,3584258435,9711990379,20.12169084,0.001250763,85,54.50190931,5.610934258,1.775622471,53.444,45.39029288,1.136986218,85.67897704,115.5,52.42078035,693260009.8,46831553.57,101.5355777,2.164441213,7328838,1.5,0,118.24678,0.98866,41.42994,72300,0,3.297283944,8,3.136924709
2016,YR2016,Singapore,SGP,3.6058,126.1907059,165.5554382,1.2,73552652792,3.18E+11,2.962327259,52520,85090,2.94E+11,4.77E+11,26.72512514,52.44480063,95,138.923028,23.37448533,0.785274087,82.84634146,198.0674122,3.188247946,149.6506495,2.7,89.48242513,0,0,7908.720563,1.297436099,5607283,0.3,18.5239746,100.77321,0.99597,107.85901,719.0000153,13.35034682,2.486652527,2.5,1.297436099
2016,YR2016,Sint Maarten (Dutch part),SXM,0,0,109.0307452,0,41553072.63,0,0.43250626,0,33320,0,1331696352,14.26784784,0,0,105.5758207,8.473163106,0.096178292,78.29268293,0,0,0,0,0,0,60899441.34,1175.558824,2.903978461,39969,0,0,0,0,0,34,0,5.056179775,0,2.903978461
2016,YR2016,Slovak Republic,SVK,25.04,77.95448376,93.7275041,1.48,4742874364,89640741266,2.123463221,16950,30320,92065170802,1.65E+11,23.05012172,10.74182837,95,90.77819535,29.20456738,-0.507606741,77.16585366,170.7426755,1.116636526,128.4435529,5.9,93.81561838,0,2119834516,112.9533694,0.12892233,5430798,0.1,37.31737033,97.85217,1.00346,91.25234,49030,17.46547768,37.28351573,26.5,-0.02521845
2016,YR2016,Slovenia,SVN,3.9668,71.03672267,77.97150786,1.58,1446274235,44651537260,3.121699782,21750,32350,44905148142,66801877982,18.43991421,7.140001917,92,69.42428126,27.98677917,0.751406257,81.17560976,142.109329,1.006427047,115.0200317,2.4,97.10213812,0,451975776.7,102.5241808,0.073197207,2065042,0.1,38.24269566,99.83801,1.01759,115.93011,20675,18.62736962,55.09202334,6,0.51660008
2016,YR2016,Solomon Islands,SLB,78.003,12.53075817,0,4.452,37343622.77,1230459710,3.2209476,1830,2150,1132756675,1331857673,0,1.747179146,82,0,0,3.677257108,72.424,72.41196058,0,67.24999112,21.3,92.11431651,175500000,20282719.83,22.1306538,2.669813517,619437,0,30.91045894,114.37427,0,0,28900,26.73075797,0.155282525,9,4.719390326
2016,YR2016,Somalia,SOM,102.1432,0,25.41847112,6.265,334000000,4198485404,0,0,0,0,0,0,0,46,99.89718426,0,0,56.324,0,0,46.89983586,129.4,94.06946604,1183640015,0,22.61232027,2.776253649,14185613,0.1,0,0,0,0,637660,0,0.827283619,70,4.087986165
2016,YR2016,South Africa,ZAF,68.7216,76.9407588,30.580928,2.457,2215307020,2.96E+11,0.39908793,5470,12820,3.07E+11,7.21E+11,19.1609659,6.241870775,85,30.05726005,26.2474249,7.206346379,63.153,56.65661342,1.075529552,146.6221873,36.6,144.9751805,1180280029,755434048.9,46.33098451,1.464829214,56203654,20.4,31.18912983,103.18496,1.01781,107.17695,1219090,27.10558769,12.98500928,45,2.253040591
2016,YR2016,South Sudan,SSD,65.2468,0,0,4.855,-7850000,0,0,0,0,0,0,0,0,51,0,0,0,57.12,0,4.598274159,24.92495281,98.6,0,1587030029,1083000000,0,1.084594613,10832512,2.4,0,0,0,0,0,0,15.50158188,14,2.349616768
2016,YR2016,Sri Lanka,LKA,21.1102,71.32418591,21.17398379,2.211,897049375.9,82401038710,4.486634531,3810,12030,80682231247,2.55E+11,27.85217934,0.944609749,99,28.46210293,27.82097639,4.84313582,76.482,35.79202454,2.142560071,122.7200854,8.2,114.5264448,373480011,7261851525,338.1119439,1.104983619,21203000,0.1,14.05171305,101.47404,1.01146,97.62885,65610,12.20138961,3.378798485,9,1.405798247
2016,YR2016,St. Kitts and Nevis,KNA,0,42.26894953,51.8142472,0,116606356.6,971166666.7,2.826378868,17080,27380,881835205.4,1413379688,0,31.31689016,94,57.19572061,25.14461034,2.309117402,0,39.54007208,0,148.3447942,12.7,69.70972367,0,22553665.25,198.5576923,0.82079272,51625,0,29.16461682,108.73554,0.99709,106.91421,260,19.02789695,0.246826851,18.5,0.700782564
2016,YR2016,St. Lucia,LCA,41.2616,76.21418522,36.00757232,1.461,143682737.6,1701596815,3.146332373,8490,12110,1529101649,2180196503,21.60933192,6.430354733,99,43.39279223,11.44542793,-0.567705765,75.752,45.54545432,0,98.12469449,17.4,110.5979411,15229999.54,38390538.56,295.1213115,0.500070651,180024,0,22.10559781,101.90866,0.98507,88.53397,620,21.02317226,0.933100985,11,0.733022178
2016,YR2016,St. Martin (French part),MAF,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,79.62195122,0,0,0,0,0,0,0,662.9595588,0.575617178,36065,0,0,0,0,0,54.4,0,92.351325,0,0
2016,YR2016,St. Vincent and the Grenadines,VCT,50.1176,54.82141744,37.61389027,1.931,78809248,774429629.6,1.897440944,6800,11410,744803988.8,1248837787,26.58052282,0.003988753,99,57.73855071,14.7539886,0.61012833,72.193,49.32662509,0,102.9143332,17.4,103.1054813,9119999.886,44897122.34,280.6641026,0.28452905,109459,0,28.34009259,109.97163,1.00498,106.68565,390,25.60594177,0.465862061,10,1.083527202
2016,YR2016,Sudan,SDN,67.196,22.46038657,9.828851762,4.532,1063767535,95558220777,4.700000042,2130,4260,84771531491,1.70E+11,19.61237679,0,86,12.52707727,2.319999023,-2.745336227,64.663,11.93513222,2.955305417,69.78439192,64.4,182.8110798,809090026.9,153411466.3,0,2.398807904,39847440,0.2,9.452271728,75.90737,0.94627,44.13194,0,7.961450793,2.753300839,36.5,3.066309218
2016,YR2016,Suriname,SUR,62.422,52.82837655,0,2.469,231666845.7,3166040523,-5.561193424,6760,14120,3817723768,7978311276,0,24.09862926,97,0,30.30933063,27.65939052,71.358,84.99575355,0,142.8391115,20.2,139.9502889,16530000.69,1493543.566,3.621076923,1.022222701,564888,1.4,0,115.54699,0,0,163820,0,8.483212973,66,0.997853107
2016,YR2016,Sweden,SWE,5.1434,154.1302038,43.25604494,1.85,13715998757,5.16E+11,2.413038141,54430,49760,5.40E+11,4.94E+11,24.69313028,18.28057864,97,39.59813388,21.84100771,1.495728067,82.30731707,54.35095683,1.060107897,127.5231707,2.8,91.58130299,0,2888137565,24.36248803,1.256453985,9923085,0,32.9026525,124.85105,1.07134,144.90935,447430,27.56620036,12.86528285,7,1.601319652
2016,YR2016,Syrian Arab Republic,SYR,39.5312,0,0,2.889,0,0,0,0,0,0,0,0,0,62,0,0,0,70.315,0,0,76.43527339,17.6,148.0081119,8899750000,1622540000,95.0494636,-3.066273746,17453933,0.1,0,0,0,0,185180,0,0.662923846,15.5,-1.795813422
2016,YR2016,Tajikistan,TJK,55.7464,24.73812126,12.93523571,3.618,241616267.2,6952678127,6.872963797,1110,3530,9625503327,30593130153,31.11670347,0,97,42.0381394,27.23521497,5.302492501,70.397,56.52498114,0,108.5001937,36.9,88.52233385,359730011,1867398638,62.42221342,2.448490246,8663579,0.2,0,97.98573,0,0,141380,0,22.27858851,21,2.85528508
2016,YR2016,Tanzania,TZA,119.34,19.27871284,16.34997466,5.015,864040000,49774021003,6.867116196,970,2860,50067603079,1.47E+11,32.1747865,2.319713844,90,19.07049537,24.85839937,7.472033668,63.844,29.02317255,1.142135254,75.48495237,57,170.4549015,2317889893,402531458.3,59.89025739,3.000522906,53050790,4.8,12.40269806,85.29786,1.03751,26.71446,947300,11.39033994,30.84345256,29,5.239866763
2016,YR2016,Thailand,THA,46.239,126.4013122,68.39332721,1.537,2810184390,4.12E+11,3.356488872,5690,16160,3.93E+11,1.11E+12,20.94018037,23.88587697,99,53.63583078,35.74120951,2.462604894,76.403,99.32902369,1.443804525,173.5054814,10,104.5117645,227779998.8,6270025972,135.0023117,0.373052587,68971331,1.2,19.85743227,100.75753,0.99988,118.62591,513120,15.40052396,12.50974472,29,1.941596284
2016,YR2016,Timor-Leste,TLS,34.7982,-8.461365444,57.93401251,4.156,5478700,2503532100,0.706713575,2370,7390,2890140996,9007130863,26.30012613,0,74,60.83066001,45.13138457,-19.61638998,68.735,22.648002,0.969826028,122.3766657,49.2,0,223550003.1,80174600,81.99650303,1.903194981,1219288,0,30.94176396,125.72125,1.00267,77.01401,14870,9.886530865,4.422008841,14,3.116558428
2016,YR2016,Togo,TGO,89.6202,44.55375566,35.17690237,4.449,-46276895.85,4483932937,5.559094984,610,1650,4602565507,12364737807,32.00869196,0.100049067,87,53.49109386,16.94213897,1.909544956,60.22,73.52919962,1.851219404,73.30838776,74.4,125.0940042,168149993.9,366917630.3,138.0759698,2.518741857,7509952,2.4,19.88053024,125.10715,0,0,56790,18.76344846,21.79133305,6,3.82685924
2016,YR2016,Tonga,TON,15.05,34.17888493,27.03766161,3.636,5724624.577,401109307.4,3.37947375,4300,6130,434747699.2,620025178.1,0,0,84,67.74592468,17.26812816,1.692737942,70.607,62.32715008,0,79.10375446,16.4,106.7462912,82610000.61,126233535.3,140.4625,0.348663646,101133,0,24.48889115,0,0,0,750,20.36919309,1.521632616,16,0.119296167
